office,co2e
Associated Students Concerts & Events,2.695920
Associated Students Concerts & Events,43.005000
Associated Students Concerts & Events,15.592500
Associated Students Concerts & Events,24.229873
Associated Students Concerts & Events,8.033434
Associated Students Concerts & Events,18.400000
Associated Students Concerts & Events,9.760000
Associated Students Concerts & Events,8.551720
Associated Students Concerts & Events,2.100000
Associated Students Concerts & Events,2.700000
Associated Students Concerts & Events,1.062486
Associated Students Concerts & Events,24.229873
Associated Students Concerts & Events,8.033434
Associated Students Concerts & Events,17.880869
Associated Students Concerts & Events,8.551720
Associated Students Concerts & Events,2.100000
Associated Students Concerts & Events,2.700000
Associated Students Concerts & Events,0.770800
Associated Students Concerts & Events,11.400000
Associated Students Concerts & Events,18.399155
Associated Students Concerts & Events,5.000000
Associated Students Concerts & Events,3.976550
Associated Students Concerts & Events,1.604095
Associated Students Concerts & Events,0.310972
Associated Students Concerts & Events,0.795569
Associated Students Concerts & Events,1.193354
Associated Students Concerts & Events,1.703865
Associated Students Concerts & Events,0.542905
Associated Students Concerts & Events,0.318746
Associated Students Concerts & Events,0.702278
Associated Students Concerts & Events,0.212497
Associated Students Concerts & Events,8.217425
Associated Students Concerts & Events,0.310972
Associated Students Concerts & Events,3.021608
Associated Students Concerts & Events,3.638368
Associated Students Concerts & Events,0.610282
Associated Students Concerts & Events,0.265622
Associated Students Concerts & Events,0.159373
Associated Students Concerts & Events,0.165852
Associated Students Concerts & Events,0.318746
Associated Students Concerts & Events,1.836028
Associated Students Concerts & Events,1.053416
Associated Students Concerts & Events,9.702315
Associated Students Concerts & Events,19.827033
Associated Students Concerts & Events,6.574459
Associated Students Concerts & Events,4.878368
Associated Students Concerts & Events,6.998157
Associated Students Concerts & Events,0.506625
Associated Students Concerts & Events,14.872218
Associated Students Concerts & Events,2.227334
Associated Students Concerts & Events,2.863530
Associated Students Concerts & Events,4.930196
Associated Students Concerts & Events,3.638368
Associated Students Concerts & Events,3.657804
Associated Students Concerts & Events,18.370649
Associated Students Concerts & Events,0.379645
Associated Students Concerts & Events,0.278579
Associated Students Concerts & Events,1.421400
Associated Students Concerts & Events,1.074148
Associated Students Concerts & Events,1.074148
Associated Students Concerts & Events,6.063947
Associated Students Concerts & Events,2.087397
Associated Students Concerts & Events,2.478703
Associated Students Concerts & Events,0.821483
Associated Students Concerts & Events,2.438536
Associated Students Concerts & Events,1.059895
Associated Students Concerts & Events,0.874608
Associated Students Concerts & Events,0.278579
Associated Students Concerts & Events,0.821483
Associated Students Concerts & Events,1.829550
Associated Students Concerts & Events,0.874608
Associated Students Concerts & Events,1.510804
Associated Students Concerts & Events,0.278579
Associated Students Concerts & Events,0.357617
Associated Students Concerts & Events,0.108840
Associated Students Concerts & Events,1.882674
Associated Students Concerts & Events,0.357617
Associated Students Concerts & Events,0.108840
Associated Students Concerts & Events,2.478703
Associated Students Concerts & Events,0.662110
Associated Students Concerts & Events,-275.016740
Associated Students Concerts & Events,0.002591
Associated Students Concerts & Events,0.023323
Associated Students Concerts & Events,0.002591
Associated Students Concerts & Events,0.018140
Associated Students Concerts & Events,0.002591
Associated Students Concerts & Events,0.001296
Associated Students Concerts & Events,0.022027
Associated Students Concerts & Events,0.010366
Associated Students Concerts & Events,0.199540
Associated Students Concerts & Events,0.066081
Associated Students Concerts & Events,0.098474
Associated Students Concerts & Events,0.049237
Associated Students Concerts & Events,0.032393
Associated Students Concerts & Events,0.019436
Associated Students Concerts & Events,0.042759
Associated Students Concerts & Events,0.012957
Associated Students Concerts & Events,0.042759
Associated Students Concerts & Events,0.493667
Associated Students Concerts & Events,0.018140
Associated Students Concerts & Events,0.181400
Associated Students Concerts & Events,0.217680
Associated Students Concerts & Events,0.036280
Associated Students Concerts & Events,0.015549
Associated Students Concerts & Events,0.009070
Associated Students Concerts & Events,0.069969
Associated Students Concerts & Events,0.022027
Associated Students Concerts & Events,0.028506
Associated Students Concerts & Events,0.005183
Associated Students Concerts & Events,0.150303
Associated Students Concerts & Events,0.049237
Associated Students Concerts & Events,0.036280
Associated Students Concerts & Events,0.036280
Associated Students Concerts & Events,0.185287
Associated Students Concerts & Events,0.002591
Associated Students Concerts & Events,0.014253
Associated Students Concerts & Events,0.010366
Associated Students Concerts & Events,0.010366
Associated Students Concerts & Events,0.019436
Associated Students Concerts & Events,0.110136
Associated Students Concerts & Events,0.019436
Associated Students Concerts & Events,0.553270
Associated Students Concerts & Events,0.288944
Associated Students Concerts & Events,0.095883
Associated Students Concerts & Events,0.190470
Associated Students Concerts & Events,0.031097
Associated Students Concerts & Events,0.037576
Associated Students Concerts & Events,0.204723
Associated Students Concerts & Events,0.064786
Associated Students Concerts & Events,0.010366
Associated Students Concerts & Events,0.003887
Associated Students Concerts & Events,0.060899
Associated Students Concerts & Events,0.020731
Associated Students Concerts & Events,0.024619
Associated Students Concerts & Events,0.007774
Associated Students Concerts & Events,0.024619
Associated Students Concerts & Events,0.010366
Associated Students Concerts & Events,0.009070
Associated Students Concerts & Events,0.002591
Associated Students Concerts & Events,0.003887
Associated Students Concerts & Events,0.001296
Associated Students Concerts & Events,0.006479
Associated Students Concerts & Events,0.054420
Associated Students Concerts & Events,0.147712
Associated Students Concerts & Events,0.032393
Associated Students Concerts & Events,0.104953
Associated Students Concerts & Events,0.427586
Associated Students Concerts & Events,0.352435
Associated Students Concerts & Events,0.095883
Associated Students Concerts & Events,0.009070
Associated Students Concerts & Events,0.009070
Associated Students Concerts & Events,0.018140
Associated Students Concerts & Events,0.142529
Associated Students Concerts & Events,0.024619
Associated Students Concerts & Events,0.007774
Associated Students Concerts & Events,0.018140
Associated Students Concerts & Events,0.009070
Associated Students Concerts & Events,0.002591
Associated Students Concerts & Events,0.003887
Associated Students Concerts & Events,0.001296
Associated Students Concerts & Events,0.015549
Associated Students Concerts & Events,0.019436
Associated Students Concerts & Events,0.006479
Associated Students Concerts & Events,0.010366
Associated Students Concerts & Events,0.003887
Associated Students Concerts & Events,0.015549
Associated Students Concerts & Events,0.107544
Associated Students Concerts & Events,0.019436
Associated Students Concerts & Events,0.006479
Associated Students Concerts & Events,0.130867
Associated Students Concerts & Events,0.063490
Associated Students Concerts & Events,1.188171
Associated Students Concerts & Events,0.393897
Associated Students Concerts & Events,0.581776
Associated Students Concerts & Events,0.292832
Associated Students Concerts & Events,0.419812
Associated Students Concerts & Events,0.133459
Associated Students Concerts & Events,0.001296
Associated Students Concerts & Events,0.002591
Associated Students Concerts & Events,0.002591
Associated Students Concerts & Events,0.003887
Associated Students Concerts & Events,0.001296
Associated Students Concerts & Events,0.001296
Associated Students Concerts & Events,0.001296
Associated Students Concerts & Events,0.001296
Associated Students Concerts & Events,0.019436
Associated Students Concerts & Events,0.001296
Associated Students Concerts & Events,0.007774
Associated Students Concerts & Events,0.172330
Associated Students Concerts & Events,0.029801
Associated Students Concerts & Events,0.891452
Associated Students Concerts & Events,0.295423
Associated Students Concerts & Events,0.217680
Associated Students Concerts & Events,0.218976
Associated Students Concerts & Events,1.101358
Associated Students Concerts & Events,0.016844
Associated Students Concerts & Events,0.085517
Associated Students Concerts & Events,0.064786
Associated Students Concerts & Events,0.064786
Associated Students Concerts & Events,0.023323
Associated Students Concerts & Events,0.009070
Associated Students Concerts & Events,0.001296
Associated Students Concerts & Events,0.001296
Associated Students Concerts & Events,0.001296
Associated Students Concerts & Events,0.005183
Associated Students Concerts & Events,0.001296
Associated Students Concerts & Events,0.022027
Associated Students Concerts & Events,0.011661
Associated Students Concerts & Events,0.003887
Associated Students Concerts & Events,0.007774
Associated Students Concerts & Events,0.364096
Associated Students Concerts & Events,0.125684
Associated Students Concerts & Events,0.149007
Associated Students Concerts & Events,0.049237
Associated Students Concerts & Events,0.146416
Associated Students Concerts & Events,0.063490
Associated Students Concerts & Events,0.053124
Associated Students Concerts & Events,0.016844
Associated Students Concerts & Events,0.022027
Associated Students Concerts & Events,0.006479
Associated Students Concerts & Events,0.149007
Associated Students Concerts & Events,0.049237
Associated Students Concerts & Events,0.001296
Associated Students Concerts & Events,0.001296
Associated Students Concerts & Events,0.009070
Associated Students Concerts & Events,0.002591
Associated Students Concerts & Events,0.002591
Associated Students Concerts & Events,0.006479
Associated Students Concerts & Events,0.001296
Associated Students Concerts & Events,0.003887
Associated Students Concerts & Events,0.018140
Associated Students Concerts & Events,0.014253
Associated Students Concerts & Events,0.003887
Associated Students Concerts & Events,0.110136
Associated Students Concerts & Events,0.053124
Associated Students Concerts & Events,0.016844
Associated Students Concerts & Events,0.022027
Associated Students Concerts & Events,0.006479
Associated Students Concerts & Events,0.090700
Associated Students Concerts & Events,0.112727
Associated Students Concerts & Events,0.040167
Associated Students Concerts & Events,0.001296
Associated Students Concerts & Events,0.006479
Associated Students Concerts & Events,0.003887
Associated Students Concerts & Events,0.001296
Associated Students Concerts & Events,0.005183
Associated Students Concerts & Events,0.002591
Associated Students Concerts & Events,0.047941
Associated Students Concerts & Events,0.016844
Associated Students Concerts & Events,0.023323
Associated Students Concerts & Events,0.011661
Associated Students Concerts & Events,0.018140
Associated Students Concerts & Events,0.005183
Associated Students Concerts & Events,0.007774
Associated Students Concerts & Events,0.001296
Associated Students Concerts & Events,0.036280
Associated Students Concerts & Events,0.012957
Associated Students Concerts & Events,0.009070
Associated Students Concerts & Events,0.009070
Associated Students Concerts & Events,0.044054
Associated Students Concerts & Events,0.001296
Associated Students Concerts & Events,0.019436
Associated Students Concerts & Events,0.007774
Associated Students Concerts & Events,0.001296
Associated Students Concerts & Events,0.003887
Associated Students Concerts & Events,0.006479
Associated Students Concerts & Events,0.009070
Associated Students Concerts & Events,0.002591
Associated Students Concerts & Events,0.003887
Associated Students Concerts & Events,0.002591
Associated Students Concerts & Events,0.002591
Associated Students Concerts & Events,0.001296
Associated Students Concerts & Events,0.015549
Associated Students Concerts & Events,0.005183
Associated Students Concerts & Events,0.006479
Associated Students Concerts & Events,0.002591
Associated Students Concerts & Events,0.006479
Associated Students Concerts & Events,0.002591
Associated Students Concerts & Events,0.002591
Associated Students Concerts & Events,0.001296
Associated Students Concerts & Events,0.001296
Associated Students Concerts & Events,0.003887
Associated Students Concerts & Events,0.001296
Associated Students Concerts & Events,0.003887
Associated Students Concerts & Events,0.042759
Associated Students Concerts & Events,0.001296
Associated Students Concerts & Events,0.015549
Associated Students Concerts & Events,0.018140
Associated Students Concerts & Events,0.002591
Associated Students Concerts & Events,0.001296
Associated Students Concerts & Events,0.001296
Associated Students Concerts & Events,0.001296
Associated Students Concerts & Events,0.001296
Associated Students Concerts & Events,0.001296
Associated Students Concerts & Events,0.006479
Associated Students Concerts & Events,0.002591
Associated Students Concerts & Events,0.005183
Associated Students Concerts & Events,0.002591
Associated Students Concerts & Events,0.001296
Associated Students Concerts & Events,0.001296
Associated Students Concerts & Events,0.003887
Associated Students Concerts & Events,0.005183
Associated Students Concerts & Events,0.001296
Associated Students Concerts & Events,0.009070
Associated Students Concerts & Events,0.001296
Associated Students Concerts & Events,0.047941
Associated Students Concerts & Events,0.024619
Associated Students Concerts & Events,0.007774
Associated Students Concerts & Events,0.015549
Associated Students Concerts & Events,0.002591
Associated Students Concerts & Events,0.002591
Associated Students Concerts & Events,0.016844
Associated Students Concerts & Events,0.005183
Associated Students Concerts & Events,0.003887
Associated Students Concerts & Events,0.011661
Associated Students Concerts & Events,0.002591
Associated Students Concerts & Events,0.009070
Associated Students Concerts & Events,0.034984
Associated Students Concerts & Events,0.029801
Associated Students Concerts & Events,0.007774
Associated Students Concerts & Events,0.001296
Associated Students Concerts & Events,0.001296
Associated Students Concerts & Events,0.001296
Associated Students Concerts & Events,0.011661
Associated Students Concerts & Events,0.001296
Associated Students Concerts & Events,0.009070
Associated Students Concerts & Events,0.040167
Associated Students Concerts & Events,0.015549
Associated Students Concerts & Events,0.002591
Associated Students Concerts & Events,0.007774
Associated Students Concerts & Events,0.001296
Associated Students Concerts & Events,0.010366
Associated Students Concerts & Events,0.005183
Associated Students Concerts & Events,0.101066
Associated Students Concerts & Events,0.032393
Associated Students Concerts & Events,0.049237
Associated Students Concerts & Events,0.024619
Associated Students Concerts & Events,0.034984
Associated Students Concerts & Events,0.011661
Associated Students Concerts & Events,0.014253
Associated Students Concerts & Events,0.002591
Associated Students Concerts & Events,0.011661
Associated Students Concerts & Events,0.016844
Associated Students Concerts & Events,0.005183
Associated Students Concerts & Events,0.002591
Associated Students Concerts & Events,0.006479
Associated Students Concerts & Events,0.002591
Associated Students Concerts & Events,0.006479
Associated Students Concerts & Events,0.081630
Associated Students Concerts & Events,0.002591
Associated Students Concerts & Events,0.029801
Associated Students Concerts & Events,0.036280
Associated Students Concerts & Events,0.006479
Associated Students Concerts & Events,0.075151
Associated Students Concerts & Events,0.024619
Associated Students Concerts & Events,0.018140
Associated Students Concerts & Events,0.018140
Associated Students Concerts & Events,0.093291
Associated Students Concerts & Events,0.001296
Associated Students Concerts & Events,0.006479
Associated Students Concerts & Events,0.005183
Associated Students Concerts & Events,0.005183
Associated Students Concerts & Events,0.001296
Associated Students Concerts & Events,0.029801
Associated Students Concerts & Events,0.010366
Associated Students Concerts & Events,0.002591
Associated Students Concerts & Events,0.001296
Associated Students Concerts & Events,0.001296
Associated Students Concerts & Events,0.002591
Associated Students Concerts & Events,0.018140
Associated Students Concerts & Events,0.003887
Associated Students Concerts & Events,0.093291
Associated Students Concerts & Events,0.047941
Associated Students Concerts & Events,0.015549
Associated Students Concerts & Events,0.032393
Associated Students Concerts & Events,0.005183
Associated Students Concerts & Events,0.006479
Associated Students Concerts & Events,0.012957
Associated Students Concerts & Events,0.003887
Associated Students Concerts & Events,0.011661
Associated Students Concerts & Events,0.005183
Associated Students Concerts & Events,0.003887
Associated Students Concerts & Events,0.001296
Associated Students Concerts & Events,0.001296
Associated Students Concerts & Events,0.012957
Associated Students Concerts & Events,0.003887
Associated Students Concerts & Events,0.009070
Associated Students Concerts & Events,0.003887
Associated Students Concerts & Events,0.033689
Associated Students Concerts & Events,0.010366
Associated Students Concerts & Events,0.001296
Associated Students Concerts & Events,0.009070
Associated Students Concerts & Events,0.024619
Associated Students Concerts & Events,0.005183
Associated Students Concerts & Events,0.018140
Associated Students Concerts & Events,0.071264
Associated Students Concerts & Events,0.058307
Associated Students Concerts & Events,0.015549
Associated Students Concerts & Events,0.001296
Associated Students Concerts & Events,0.001296
Associated Students Concerts & Events,0.001296
Associated Students Concerts & Events,0.001296
Associated Students Concerts & Events,0.007774
Associated Students Concerts & Events,0.009070
Associated Students Concerts & Events,0.003887
Associated Students Concerts & Events,0.238412
Associated Students Concerts & Events,0.095883
Associated Students Concerts & Events,0.018140
Associated Students Concerts & Events,0.047941
Associated Students Concerts & Events,0.071264
Associated Students Concerts & Events,0.102361
Associated Students Concerts & Events,55.500000
Associated Students Concerts & Events,233.120000
Associated Students Concerts & Events,1.800000
Associated Students Concerts & Events,1.621500
Associated Students Concerts & Events,9.134792
Associated Students Concerts & Events,46.645745
Associated Students Concerts & Events,7.137000
Associated Students Concerts & Events,70.200000
Associated Students Concerts & Events,5.182861
Associated Students Concerts & Events,9.275000
Associated Students Concerts & Events,6.241000
Associated Students Concerts & Events,27.900000
Associated Students Concerts & Events,19.250000
Associated Students Concerts & Events,7.950000
Associated Students Concerts & Events,1.325000
Associated Students Concerts & Events,4.850000
Associated Students Concerts & Events,11.700000
Associated Students Concerts & Events,4.600000
Associated Students Concerts & Events,30.291000
Associated Students Concerts & Events,61.435065
Associated Students Concerts & Events,38.871454
Associated Students Concerts & Events,50.116500
Associated Students Concerts & Events,852.750000
Associated Students Concerts & Events,40.890000
Associated Students Concerts & Events,15.678153
Associated Students Concerts & Events,7.774291
Associated Students Concerts & Events,7.774291
Associated Students Concerts & Events,1.350000
Associated Students Concerts & Events,0.531243
Associated Students Concerts & Events,2.350000
Associated Students Concerts & Events,-120.181820
Associated Students Concerts & Events,2.200000
Associated Students Concerts & Events,0.518286
Associated Students Concerts & Events,5.182861
Associated Students Concerts & Events,7700.000000
Associated Students Concerts & Events,313.200000
Associated Students Concerts & Events,295.630000
Associated Students Concerts & Events,7.876060
Associated Students Concerts & Events,29.774851
Associated Students Concerts & Events,14.554191
Associated Students Concerts & Events,12.666240
Associated Students Concerts & Events,3.014960
Associated Students Concerts & Events,3.824810
Associated Students Concerts & Events,1.595160
Associated Students Concerts & Events,1.845720
Associated Students Concerts & Events,3.896100
Associated Students Concerts & Events,3.701100
Associated Students Concerts & Events,3.896100
Associated Students Concerts & Events,0.050178
Associated Students Concerts & Events,-0.001880
Associated Students Concerts & Events,0.012545
Associated Students Concerts & Events,0.025089
Associated Students Concerts & Events,0.301070
Associated Students Concerts & Events,0.068995
Associated Students Concerts & Events,0.017562
Associated Students Concerts & Events,0.035125
Associated Students Concerts & Events,0.415226
Associated Students Concerts & Events,0.006272
Associated Students Concerts & Events,0.025089
Associated Students Concerts & Events,0.012545
Associated Students Concerts & Events,0.150535
Associated Students Concerts & Events,0.055196
Associated Students Concerts & Events,0.013799
Associated Students Concerts & Events,0.027598
Associated Students Concerts & Events,0.331177
Associated Students Concerts & Events,0.036379
Associated Students Concerts & Events,0.008781
Associated Students Concerts & Events,0.218276
Associated Students Concerts & Events,0.018817
Associated Students Concerts & Events,0.003763
Associated Students Concerts & Events,0.015054
Associated Students Concerts & Events,0.007527
Associated Students Concerts & Events,0.090321
Associated Students Concerts & Events,0.005018
Associated Students Concerts & Events,0.018817
Associated Students Concerts & Events,0.008781
Associated Students Concerts & Events,0.110392
Associated Students Concerts & Events,0.021326
Associated Students Concerts & Events,0.005018
Associated Students Concerts & Events,0.011290
Associated Students Concerts & Events,0.127955
Associated Students Concerts & Events,0.006272
Associated Students Concerts & Events,0.025089
Associated Students Concerts & Events,0.012545
Associated Students Concerts & Events,0.150535
Associated Students Concerts & Events,0.023835
Associated Students Concerts & Events,0.006272
Associated Students Concerts & Events,0.011290
Associated Students Concerts & Events,0.143008
Associated Students Concerts & Events,0.025089
Associated Students Concerts & Events,0.006272
Associated Students Concerts & Events,0.012545
Associated Students Concerts & Events,0.150535
Associated Students Concerts & Events,-0.050178
Associated Students Concerts & Events,-0.012545
Associated Students Concerts & Events,-0.025089
Associated Students Concerts & Events,-0.301070
Associated Students Concerts & Events,0.260400
Associated Students Concerts & Events,-0.068995
Associated Students Concerts & Events,-0.017562
Associated Students Concerts & Events,-0.035125
Associated Students Concerts & Events,-0.415226
Associated Students Concerts & Events,0.358680
Associated Students Concerts & Events,-0.006272
Associated Students Concerts & Events,-0.025089
Associated Students Concerts & Events,-0.012545
Associated Students Concerts & Events,0.130200
Associated Students Concerts & Events,-0.150535
Associated Students Concerts & Events,-0.055196
Associated Students Concerts & Events,-0.013799
Associated Students Concerts & Events,-0.027598
Associated Students Concerts & Events,-0.331177
Associated Students Concerts & Events,0.286440
Associated Students Concerts & Events,-0.036379
Associated Students Concerts & Events,-0.008781
Associated Students Concerts & Events,-0.218276
Associated Students Concerts & Events,-0.018817
Associated Students Concerts & Events,0.189000
Associated Students Concerts & Events,-0.003763
Associated Students Concerts & Events,-0.015054
Associated Students Concerts & Events,-0.007527
Associated Students Concerts & Events,0.078120
Associated Students Concerts & Events,-0.090321
Associated Students Concerts & Events,-0.005018
Associated Students Concerts & Events,-0.018817
Associated Students Concerts & Events,-0.008781
Associated Students Concerts & Events,-0.110392
Associated Students Concerts & Events,0.095760
Associated Students Concerts & Events,-0.021326
Associated Students Concerts & Events,-0.005018
Associated Students Concerts & Events,-0.011290
Associated Students Concerts & Events,-0.127955
Associated Students Concerts & Events,0.110880
Associated Students Concerts & Events,-0.006272
Associated Students Concerts & Events,-0.025089
Associated Students Concerts & Events,-0.012545
Associated Students Concerts & Events,0.130200
Associated Students Concerts & Events,-0.150535
Associated Students Concerts & Events,-0.023835
Associated Students Concerts & Events,-0.006272
Associated Students Concerts & Events,-0.011290
Associated Students Concerts & Events,-0.143008
Associated Students Concerts & Events,0.123480
Associated Students Concerts & Events,-0.025089
Associated Students Concerts & Events,-0.006272
Associated Students Concerts & Events,-0.012545
Associated Students Concerts & Events,-0.150535
Associated Students Concerts & Events,0.130200
Associated Students Concerts & Events,2.513509
Associated Students Concerts & Events,7.500000
Associated Students Concerts & Events,106.896499
Associated Students Concerts & Events,106.896499
Associated Students Concerts & Events,106.896499
Associated Students Concerts & Events,27.540000
Associated Students Concerts & Events,105.755635
Associated Students Concerts & Events,163.260108
Associated Students Concerts & Events,58.307182
Associated Students Concerts & Events,31.097163
Associated Students Concerts & Events,51.828606
Associated Students Concerts & Events,18.140012
Associated Students Concerts & Events,69.968618
Associated Students Concerts & Events,22.560000
Associated Students Concerts & Events,300.000000
Associated Students Concerts & Events,100.000000
Associated Students Concerts & Events,12.000000
Associated Students Concerts & Events,5.182861
Associated Students Concerts & Events,188.000000
Associated Students Concerts & Events,188.000000
Associated Students Concerts & Events,194.357272
Associated Students Concerts & Events,18.800000
Associated Students Concerts & Events,182.900500
Associated Students Concerts & Events,26.273000
Associated Students Concerts & Events,-0.467040
Associated Students Concerts & Events,-5.136600
Associated Students Concerts & Events,-5.136600
Associated Students Concerts & Events,-5.136600
Associated Students Concerts & Events,-0.373800
Associated Students Concerts & Events,-1.245720
Associated Students Concerts & Events,-7.843920
Associated Students Concerts & Events,-2.801400
Associated Students Concerts & Events,-1.494360
Associated Students Concerts & Events,-2.490600
Associated Students Concerts & Events,-0.871920
Associated Students Concerts & Events,-3.361680
Associated Students Concerts & Events,-1.494360
Associated Students Concerts & Events,-18.664800
Associated Students Concerts & Events,-6.226080
Associated Students Concerts & Events,-0.747600
Associated Students Concerts & Events,-0.249480
Associated Students Concerts & Events,-12.451320
Associated Students Concerts & Events,-12.451320
Associated Students Concerts & Events,-9.338280
Associated Students Concerts & Events,-1.245720
Associated Students Concerts & Events,-12.112800
Associated Students Concerts & Events,-1.740480
Associated Students Concerts & Events,0.467040
Associated Students Concerts & Events,5.136600
Associated Students Concerts & Events,5.136600
Associated Students Concerts & Events,5.136600
Associated Students Concerts & Events,0.373800
Associated Students Concerts & Events,1.245720
Associated Students Concerts & Events,-0.000940
Associated Students Concerts & Events,7.843920
Associated Students Concerts & Events,2.801400
Associated Students Concerts & Events,1.494360
Associated Students Concerts & Events,2.490600
Associated Students Concerts & Events,0.871920
Associated Students Concerts & Events,3.361680
Associated Students Concerts & Events,1.494360
Associated Students Concerts & Events,18.664800
Associated Students Concerts & Events,6.226080
Associated Students Concerts & Events,0.747600
Associated Students Concerts & Events,0.249480
Associated Students Concerts & Events,12.451320
Associated Students Concerts & Events,12.451320
Associated Students Concerts & Events,9.338280
Associated Students Concerts & Events,1.245720
Associated Students Concerts & Events,12.112800
Associated Students Concerts & Events,1.740480
Associated Students Concerts & Events,0.084600
Associated Students Concerts & Events,0.930600
Associated Students Concerts & Events,0.930600
Associated Students Concerts & Events,0.930600
Associated Students Concerts & Events,0.067680
Associated Students Concerts & Events,0.225600
Associated Students Concerts & Events,1.422220
Associated Students Concerts & Events,0.507600
Associated Students Concerts & Events,0.270720
Associated Students Concerts & Events,0.451200
Associated Students Concerts & Events,0.157920
Associated Students Concerts & Events,0.609120
Associated Students Concerts & Events,0.270720
Associated Students Concerts & Events,3.386820
Associated Students Concerts & Events,1.128000
Associated Students Concerts & Events,0.135360
Associated Students Concerts & Events,0.045120
Associated Students Concerts & Events,2.256940
Associated Students Concerts & Events,2.256940
Associated Students Concerts & Events,1.692940
Associated Students Concerts & Events,0.225600
Associated Students Concerts & Events,2.195840
Associated Students Concerts & Events,0.315840
Associated Students Concerts & Events,0.005880
Associated Students Concerts & Events,0.061320
Associated Students Concerts & Events,0.061320
Associated Students Concerts & Events,0.061320
Associated Students Concerts & Events,0.004200
Associated Students Concerts & Events,0.015120
Associated Students Concerts & Events,0.094080
Associated Students Concerts & Events,0.033600
Associated Students Concerts & Events,0.017640
Associated Students Concerts & Events,0.030240
Associated Students Concerts & Events,0.010080
Associated Students Concerts & Events,0.040320
Associated Students Concerts & Events,0.017640
Associated Students Concerts & Events,0.225120
Associated Students Concerts & Events,0.074760
Associated Students Concerts & Events,0.009240
Associated Students Concerts & Events,0.003360
Associated Students Concerts & Events,0.149520
Associated Students Concerts & Events,0.149520
Associated Students Concerts & Events,0.112560
Associated Students Concerts & Events,0.015120
Associated Students Concerts & Events,0.145320
Associated Students Concerts & Events,0.021000
Associated Students Concerts & Events,0.467040
Associated Students Concerts & Events,5.136600
Associated Students Concerts & Events,5.136600
Associated Students Concerts & Events,5.136600
Associated Students Concerts & Events,0.373800
Associated Students Concerts & Events,1.245720
Associated Students Concerts & Events,7.843920
Associated Students Concerts & Events,2.801400
Associated Students Concerts & Events,1.494360
Associated Students Concerts & Events,2.490600
Associated Students Concerts & Events,0.871920
Associated Students Concerts & Events,3.361680
Associated Students Concerts & Events,1.494360
Associated Students Concerts & Events,18.664800
Associated Students Concerts & Events,6.226080
Associated Students Concerts & Events,0.747600
Associated Students Concerts & Events,0.249480
Associated Students Concerts & Events,12.451320
Associated Students Concerts & Events,12.451320
Associated Students Concerts & Events,9.338280
Associated Students Concerts & Events,1.245720
Associated Students Concerts & Events,12.112800
Associated Students Concerts & Events,1.740480
Associated Students Concerts & Events,2.136960
Associated Students Concerts & Events,2.442720
Associated Students Concerts & Events,2.442720
Associated Students Concerts & Events,0.525840
Associated Students Concerts & Events,0.098280
Associated Students Concerts & Events,-3.351600
Associated Students Concerts & Events,-1.374240
Associated Students Concerts & Events,-2.289840
Associated Students Concerts & Events,-3.205440
Associated Students Concerts & Events,-3.205440
Associated Students Concerts & Events,0.108360
Associated Students Concerts & Events,0.043680
Associated Students Concerts & Events,0.073080
Associated Students Concerts & Events,0.102480
Associated Students Concerts & Events,0.102480
Associated Students Concerts & Events,0.068040
Associated Students Concerts & Events,0.068040
Associated Students Concerts & Events,0.078120
Associated Students Concerts & Events,0.078120
Associated Students Concerts & Events,0.016800
Associated Students Concerts & Events,0.003360
Associated Students Concerts & Events,-2.136960
Associated Students Concerts & Events,-2.136960
Associated Students Concerts & Events,-2.442720
Associated Students Concerts & Events,-2.442720
Associated Students Concerts & Events,-0.525840
Associated Students Concerts & Events,-0.098280
Associated Students Concerts & Events,3.351600
Associated Students Concerts & Events,1.374240
Associated Students Concerts & Events,2.289840
Associated Students Concerts & Events,3.205440
Associated Students Concerts & Events,3.205440
Associated Students Concerts & Events,2.136960
Associated Students Concerts & Events,2.136960
Associated Students Concerts & Events,2.442720
Associated Students Concerts & Events,2.442720
Associated Students Concerts & Events,0.525840
Associated Students Concerts & Events,0.098280
Associated Students Concerts & Events,1.652520
Associated Students Concerts & Events,0.675860
Associated Students Concerts & Events,1.126120
Associated Students Concerts & Events,1.577320
Associated Students Concerts & Events,71.264333
Associated Students Concerts & Events,257.371425
Associated Students Concerts & Events,37.125000
Associated Students Concerts & Events,68.025045
Associated Students Concerts & Events,68.025045
Associated Students Concerts & Events,45.350030
Associated Students Concerts & Events,1.577320
Associated Students Concerts & Events,1.051860
Associated Students Concerts & Events,1.051860
Associated Students Concerts & Events,1.201320
Associated Students Concerts & Events,1.201320
Associated Students Concerts & Events,0.258500
Associated Students Concerts & Events,0.047940
Associated Students Concerts & Events,45.350030
Associated Students Concerts & Events,37.600000
Associated Students Concerts & Events,37.600000
Associated Students Concerts & Events,8.084000
Associated Students Concerts & Events,2.073144
Associated Students Concerts & Events,3.351600
Associated Students Concerts & Events,1.374240
Associated Students Concerts & Events,2.289840
Associated Students Concerts & Events,3.205440
Associated Students Concerts & Events,3.205440
Associated Students Concerts & Events,2.136960
Associated Students Concerts & Events,11.717160
Associated Students Concerts & Events,4.394040
Associated Students Concerts & Events,5.859000
Associated Students Concerts & Events,0.441000
Associated Students Concerts & Events,2.125340
Associated Students Concerts & Events,6.908060
Associated Students Concerts & Events,7.439160
